0.013049,0.000000,0.500000,0.001099,0.131598,0.062077,0.809769,0.196630,0.328160,0.325067,0.327784,0.358235,0.328549,0.337576,0.315755,0.276809,0.377861,0.480104,0.488748
0.013164,-0.000000,0.500000,0.001660,0.150912,0.065096,0.796182,0.197257,0.348866,0.361660,0.376559,0.399108,0.368797,0.375263,0.354258,0.321845,0.417458,0.508305,0.538249
0.013198,0.000000,0.500000,0.002251,0.140787,0.066668,0.795298,0.208908,0.337008,0.383845,0.392899,0.411667,0.381061,0.393112,0.368788,0.338304,0.435749,0.471228,0.545506
0.013243,-0.000000,0.500000,0.002488,0.162677,0.067983,0.781806,0.216966,0.366018,0.401819,0.417477,0.442327,0.410873,0.419446,0.398513,0.363746,0.461190,0.505936,0.587932
0.013293,0.000000,0.500000,0.002354,0.133921,0.064273,0.797128,0.184108,0.339783,0.364538,0.370498,0.400373,0.370174,0.379660,0.357828,0.320033,0.419293,0.495285,0.534945
0.013292,-0.000000,0.500000,0.001757,0.142437,0.064605,0.789964,0.210762,0.351210,0.351299,0.359151,0.386549,0.356045,0.364205,0.342922,0.305852,0.408872,0.516129,0.519433
0.013079,0.000000,0.500000,0.002691,0.144859,0.062609,0.788199,0.204679,0.352908,0.359728,0.356578,0.388171,0.356101,0.366321,0.342623,0.302880,0.426954,0.513324,0.532870
0.013294,-0.000000,0.500000,0.001416,0.144755,0.065010,0.796548,0.195040,0.339143,0.376918,0.378090,0.400247,0.369931,0.382987,0.356703,0.323910,0.434246,0.473866,0.534549
0.013318,0.000000,0.500000,0.002276,0.153320,0.065142,0.788795,0.216684,0.355872,0.387179,0.393188,0.422212,0.390099,0.399600,0.376865,0.338913,0.443041,0.498710,0.562724
0.013097,-0.000000,0.500000,0.001041,0.138298,0.064366,0.801705,0.196624,0.336466,0.334994,0.349661,0.375480,0.345292,0.351905,0.332271,0.298407,0.395755,0.472449,0.491853
0.013164,0.000000,0.500000,0.002287,0.142734,0.061664,0.799083,0.190750,0.332306,0.317954,0.322852,0.351268,0.320879,0.327969,0.307145,0.270952,0.382347,0.484498,0.490559
0.013063,-0.000000,0.500000,0.001721,0.122845,0.060694,0.813479,0.189022,0.300434,0.294561,0.286553,0.323997,0.294181,0.304972,0.281585,0.239828,0.361279,0.461735,0.455433
0.013124,0.000000,0.500000,0.001551,0.128244,0.061395,0.801615,0.198598,0.313271,0.316769,0.318468,0.350383,0.320570,0.327427,0.306987,0.269522,0.379935,0.478782,0.480111
0.013147,-0.000000,0.500000,0.001760,0.136757,0.061845,0.797863,0.181335,0.318363,0.329364,0.326084,0.361944,0.331498,0.341746,0.320039,0.278021,0.392512,0.477219,0.498845
0.013092,0.000000,0.500000,0.002065,0.130365,0.060377,0.809973,0.184960,0.331665,0.323915,0.323284,0.349797,0.318944,0.335379,0.307362,0.272871,0.381865,0.457669,0.476629
0.013123,-0.000000,0.500000,0.002333,0.126068,0.061140,0.806350,0.206485,0.326940,0.313425,0.317642,0.344442,0.314839,0.325909,0.302335,0.267282,0.369433,0.467210,0.475898
0.013163,0.000000,0.500000,0.001752,0.139961,0.060957,0.805955,0.196240,0.334558,0.311738,0.309825,0.338508,0.309218,0.320843,0.297150,0.259144,0.375099,0.489902,0.469860
0.013276,-0.000000,0.500000,0.001208,0.124572,0.060291,0.812343,0.184801,0.294124,0.306188,0.300815,0.336482,0.306062,0.318418,0.293434,0.252686,0.363028,0.447423,0.466890
0.013167,0.000000,0.500000,0.001264,0.121832,0.060419,0.804746,0.187756,0.309192,0.311629,0.310215,0.343611,0.313374,0.323293,0.300231,0.260022,0.370165,0.461956,0.474185
0.013230,-0.000000,0.500000,0.001796,0.134670,0.062470,0.807044,0.200575,0.327453,0.322561,0.324677,0.354726,0.325426,0.334125,0.312715,0.273947,0.380387,0.485789,0.486650
0.013165,0.000000,0.500000,0.001489,0.122335,0.059710,0.820599,0.180790,0.304957,0.291939,0.284074,0.321796,0.291947,0.302312,0.280168,0.238501,0.345058,0.451422,0.446859
0.013148,-0.000000,0.500000,0.002046,0.128261,0.058233,0.815806,0.175119,0.302591,0.291206,0.275355,0.313376,0.284928,0.296354,0.272540,0.232280,0.352165,0.458297,0.447694
